amount,due_date,paid_date,status,tenant_profile_id,suite_id
1500,5243-08-18,,DUE,39185,39285
1000,5243-09-17,5243-09-22,PAID,39186,39286
1500,5243-10-17,5243-10-19,PAID,39187,39287
1000,5243-11-16,5243-11-20,PAID,39188,39288
1500,5243-12-16,,DUE,39189,39289
1000,5244-01-15,,DUE,39190,39290
1500,5244-02-14,,DUE,39191,39291
1500,5244-03-15,5244-03-17,PAID,39192,39292
1000,5244-04-14,5244-04-16,PAID,39193,39293
1200,5244-05-14,5244-05-23,PAID,39194,39294
1000,5244-06-13,,DUE,39195,39295
1200,5244-07-13,,DUE,39196,39296
1200,5244-08-12,,DUE,39197,39297
1500,5244-09-11,5244-09-20,PAID,39198,39298
1200,5244-10-11,,DUE,39199,39299
1000,5244-11-10,,DUE,39200,39300
1000,5244-12-10,5244-12-13,PAID,39201,39301
1000,5245-01-09,,DUE,39202,39302
1200,5245-02-08,5245-02-15,PAID,39203,39303
1000,5245-03-10,,DUE,39204,39304
1500,5245-04-09,,DUE,39205,39305
1200,5245-05-09,,DUE,39206,39306
1000,5245-06-08,5245-06-17,PAID,39207,39307
1000,5245-07-08,5245-07-09,PAID,39208,39308
1000,5245-08-07,5245-08-08,PAID,39209,39309
1200,5245-09-06,,DUE,39210,39310
1200,5245-10-06,5245-10-16,PAID,39211,39311
1500,5245-11-05,,DUE,39212,39312
1000,5245-12-05,5245-12-13,PAID,39213,39313
1500,5246-01-04,,DUE,39214,39314
1000,5246-02-03,,DUE,39215,39315
1200,5246-03-05,5246-03-09,PAID,39216,39316
1000,5246-04-04,,DUE,39217,39317
1200,5246-05-04,,DUE,39218,39318
1200,5246-06-03,5246-06-10,PAID,39219,39319
1200,5246-07-03,,DUE,39220,39320
1000,5246-08-02,,DUE,39221,39321
1000,5246-09-01,5246-09-02,PAID,39222,39322
1500,5246-10-01,5246-10-11,PAID,39223,39323
1000,5246-10-31,5246-11-04,PAID,39224,39324
1200,5246-11-30,5246-12-06,PAID,39225,39325
1500,5246-12-30,,DUE,39226,39326
1200,5247-01-29,,DUE,39227,39327
1200,5247-02-28,,DUE,39228,39328
1000,5247-03-30,5247-03-31,PAID,39229,39329
1500,5247-04-29,,DUE,39230,39330
1200,5247-05-29,5247-06-04,PAID,39231,39331
1500,5247-06-28,,DUE,39232,39332
1500,5247-07-28,,DUE,39233,39333
1200,5247-08-27,5247-08-28,PAID,39234,39334
1000,5247-09-26,5247-10-04,PAID,39235,39335
1000,5247-10-26,,DUE,39236,39336
1000,5247-11-25,5247-11-26,PAID,39237,39337
1200,5247-12-25,,DUE,39238,39338
1000,5248-01-24,,DUE,39239,39339
1500,5248-02-23,5248-02-29,PAID,39240,39340
1500,5248-03-24,,DUE,39241,39341
1500,5248-04-23,5248-05-03,PAID,39242,39342
1200,5248-05-23,,DUE,39243,39343
1200,5248-06-22,,DUE,39244,39344
1000,5248-07-22,,DUE,39245,39345
1500,5248-08-21,5248-08-22,PAID,39246,39346
1200,5248-09-20,,DUE,39247,39347
1000,5248-10-20,,DUE,39248,39348
1000,5248-11-19,5248-11-29,PAID,39249,39349
1000,5248-12-19,,DUE,39250,39350
1500,5249-01-18,,DUE,39251,39351
1200,5249-02-17,,DUE,39252,39352
1500,5249-03-19,5249-03-22,PAID,39253,39353
1200,5249-04-18,,DUE,39254,39354
1000,5249-05-18,5249-05-27,PAID,39255,39355
1200,5249-06-17,,DUE,39256,39356
1000,5249-07-17,5249-07-22,PAID,39257,39357
1000,5249-08-16,5249-08-18,PAID,39258,39358
1200,5249-09-15,,DUE,39259,39359
1500,5249-10-15,,DUE,39260,39360
1000,5249-11-14,5249-11-16,PAID,39261,39361
1000,5249-12-14,5249-12-23,PAID,39262,39362
1000,5250-01-13,5250-01-20,PAID,39263,39363
1500,5250-02-12,5250-02-21,PAID,39264,39364
1200,5250-03-14,,DUE,39265,39365
1500,5250-04-13,5250-04-23,PAID,39266,39366
1500,5250-05-13,5250-05-20,PAID,39267,39367
1000,5250-06-12,5250-06-16,PAID,39268,39368
1000,5250-07-12,5250-07-19,PAID,39269,39369
1200,5250-08-11,,DUE,39270,39370
1200,5250-09-10,5250-09-11,PAID,39271,39371
1500,5250-10-10,,DUE,39272,39372
1200,5250-11-09,5250-11-12,PAID,39273,39373
1000,5250-12-09,5250-12-16,PAID,39274,39374
1200,5251-01-08,5251-01-17,PAID,39275,39375
1500,5251-02-07,5251-02-09,PAID,39276,39376
1500,5251-03-09,,DUE,39277,39377
1000,5251-04-08,5251-04-14,PAID,39278,39378
1000,5251-05-08,,DUE,39279,39379
1500,5251-06-07,5251-06-11,PAID,39280,39380
1000,5251-07-07,,DUE,39281,39381
1200,5251-08-06,5251-08-10,PAID,39282,39382
1200,5251-09-05,5251-09-07,PAID,39283,39383
1200,5251-10-05,,DUE,39284,39384
1000,5251-11-04,5251-11-08,PAID,39285,39385
1000,5251-12-04,5251-12-09,PAID,39286,39386
1200,5252-01-03,5252-01-05,PAID,39287,39387
1500,5252-02-02,5252-02-07,PAID,39288,39388
1200,5252-03-03,,DUE,39289,39389
1500,5252-04-02,5252-04-03,PAID,39290,39390
1500,5252-05-02,5252-05-06,PAID,39291,39391
1200,5252-06-01,,DUE,39292,39392
1200,5252-07-01,5252-07-10,PAID,39293,39393
1200,5252-07-31,,DUE,39294,39394
1200,5252-08-30,,DUE,39295,39395
1000,5252-09-29,,DUE,39296,39396
1500,5252-10-29,5252-11-01,PAID,39297,39397
1000,5252-11-28,5252-12-07,PAID,39298,39398
1000,5252-12-28,5253-01-07,PAID,39299,39399
1200,5253-01-27,5253-02-04,PAID,39300,39400
1200,5253-02-26,5253-03-07,PAID,39301,39401
1500,5253-03-28,,DUE,39302,39402
1200,5253-04-27,5253-05-04,PAID,39303,39403
1000,5253-05-27,,DUE,39304,39404
1000,5253-06-26,5253-07-03,PAID,39305,39405
1500,5253-07-26,5253-08-01,PAID,39306,39406
1200,5253-08-25,,DUE,39307,39407
1500,5253-09-24,,DUE,39308,39408
1000,5253-10-24,5253-10-28,PAID,39309,39409
1200,5253-11-23,,DUE,39310,39410
1200,5253-12-23,,DUE,39311,39411
1500,5254-01-22,,DUE,39312,39412
1200,5254-02-21,5254-03-01,PAID,39313,39413
1200,5254-03-23,5254-03-31,PAID,39314,39414
1000,5254-04-22,,DUE,39315,39415
1200,5254-05-22,5254-05-30,PAID,39316,39416
1200,5254-06-21,5254-06-23,PAID,39317,39417
1500,5254-07-21,5254-07-29,PAID,39318,39418
1000,5254-08-20,,DUE,39319,39419
1200,5254-09-19,,DUE,39320,39420
1000,5254-10-19,5254-10-24,PAID,39321,39421
1000,5254-11-18,,DUE,39322,39422
1000,5254-12-18,5254-12-27,PAID,39323,39423
1200,5255-01-17,,DUE,39324,39424
1000,5255-02-16,,DUE,39325,39425
1500,5255-03-18,,DUE,39326,39426
1000,5255-04-17,5255-04-21,PAID,39327,39427
1000,5255-05-17,,DUE,39328,39428
1500,5255-06-16,,DUE,39329,39429
1200,5255-07-16,,DUE,39330,39430
1000,5255-08-15,,DUE,39331,39431
1500,5255-09-14,,DUE,39332,39432
1200,5255-10-14,5255-10-18,PAID,39333,39433
1000,5255-11-13,5255-11-15,PAID,39334,39434
1500,5255-12-13,5255-12-20,PAID,39335,39435
1500,5256-01-12,,DUE,39336,39436
1000,5256-02-11,,DUE,39337,39437
1200,5256-03-12,,DUE,39338,39438
1500,5256-04-11,,DUE,39339,39439
1500,5256-05-11,,DUE,39340,39440
1200,5256-06-10,,DUE,39341,39441
1500,5256-07-10,,DUE,39342,39442
1200,5256-08-09,,DUE,39343,39443
1000,5256-09-08,5256-09-17,PAID,39344,39444
1000,5256-10-08,5256-10-14,PAID,39345,39445
1000,5256-11-07,,DUE,39346,39446
1200,5256-12-07,,DUE,39347,39447
1200,5257-01-06,5257-01-09,PAID,39348,39448
1500,5257-02-05,,DUE,39349,39449
1000,5257-03-07,5257-03-16,PAID,39350,39450
1500,5257-04-06,5257-04-16,PAID,39351,39451
1000,5257-05-06,,DUE,39352,39452
1000,5257-06-05,5257-06-08,PAID,39353,39453
1200,5257-07-05,,DUE,39354,39454
1000,5257-08-04,,DUE,39355,39455
1500,5257-09-03,,DUE,39356,39456
1200,5257-10-03,,DUE,39357,39457
1500,5257-11-02,5257-11-04,PAID,39358,39458
1500,5257-12-02,,DUE,39359,39459
1000,5258-01-01,,DUE,39360,39460
1200,5258-01-31,,DUE,39361,39461
1200,5258-03-02,5258-03-11,PAID,39362,39462
1500,5258-04-01,5258-04-07,PAID,39363,39463
1200,5258-05-01,,DUE,39364,39464
1000,5258-05-31,,DUE,39365,39465
1500,5258-06-30,5258-07-09,PAID,39366,39466
1500,5258-07-30,,DUE,39367,39467
1200,5258-08-29,5258-08-30,PAID,39368,39468
1500,5258-09-28,5258-10-07,PAID,39369,39469
1000,5258-10-28,,DUE,39370,39470
1000,5258-11-27,,DUE,39371,39471
1200,5258-12-27,,DUE,39372,39472
1200,5259-01-26,5259-01-29,PAID,39373,39473
1200,5259-02-25,,DUE,39374,39474
1000,5259-03-27,,DUE,39375,39475
1200,5259-04-26,,DUE,39376,39476
1000,5259-05-26,,DUE,39377,39477
1200,5259-06-25,,DUE,39378,39478
1500,5259-07-25,,DUE,39379,39479
1200,5259-08-24,5259-08-28,PAID,39380,39480
1000,5259-09-23,,DUE,39381,39481
1200,5259-10-23,5259-10-24,PAID,39382,39482
1000,5259-11-22,5259-11-29,PAID,39383,39483
1200,5259-12-22,,DUE,39384,39484
1200,5260-01-21,5260-01-30,PAID,39385,39485
1200,5260-02-20,5260-02-25,PAID,39386,39486
1000,5260-03-21,,DUE,39387,39487
1500,5260-04-20,,DUE,39388,39488
1000,5260-05-20,,DUE,39389,39489
1200,5260-06-19,5260-06-21,PAID,39390,39490
1000,5260-07-19,5260-07-20,PAID,39391,39491
1000,5260-08-18,,DUE,39392,39492
1200,5260-09-17,5260-09-24,PAID,39393,39493
1000,5260-10-17,5260-10-20,PAID,39394,39494
1000,5260-11-16,5260-11-17,PAID,39395,39495
1500,5260-12-16,5260-12-22,PAID,39396,39496
1000,5261-01-15,5261-01-23,PAID,39397,39497
1200,5261-02-14,,DUE,39398,39498
1500,5261-03-16,,DUE,39399,39499
1000,5261-04-15,,DUE,39400,39500
1200,5261-05-15,5261-05-19,PAID,39401,39501
1500,5261-06-14,,DUE,39402,39502
1000,5261-07-14,5261-07-16,PAID,39403,39503
1000,5261-08-13,,DUE,39404,39504
1500,5261-09-12,,DUE,39405,39505
1200,5261-10-12,,DUE,39406,39506
1000,5261-11-11,5261-11-16,PAID,39407,39507
1500,5261-12-11,5261-12-13,PAID,39408,39508
1000,5262-01-10,5262-01-15,PAID,39409,39509
1500,5262-02-09,5262-02-12,PAID,39410,39510
1500,5262-03-11,,DUE,39411,39511
1500,5262-04-10,5262-04-18,PAID,39412,39512
1500,5262-05-10,5262-05-12,PAID,39413,39513
1000,5262-06-09,,DUE,39414,39514
1000,5262-07-09,5262-07-10,PAID,39415,39515
1200,5262-08-08,,DUE,39416,39516
1000,5262-09-07,,DUE,39417,39517
1000,5262-10-07,,DUE,39418,39518
1000,5262-11-06,,DUE,39419,39519
1500,5262-12-06,,DUE,39420,39520
1000,5263-01-05,,DUE,39421,39521
1000,5263-02-04,5263-02-09,PAID,39422,39522
1000,5263-03-06,5263-03-16,PAID,39423,39523
1500,5263-04-05,,DUE,39424,39524
1500,5263-05-05,,DUE,39425,39525
1200,5263-06-04,5263-06-09,PAID,39426,39526
1000,5263-07-04,,DUE,39427,39527
1500,5263-08-03,5263-08-05,PAID,39428,39528
1000,5263-09-02,,DUE,39429,39529
1200,5263-10-02,,DUE,39430,39530
1200,5263-11-01,5263-11-04,PAID,39431,39531
1200,5263-12-01,5263-12-06,PAID,39432,39532
1500,5263-12-31,5264-01-10,PAID,39433,39533
1500,5264-01-30,,DUE,39434,39534
1000,5264-02-29,,DUE,39435,39535
1000,5264-03-30,5264-04-04,PAID,39436,39536
1200,5264-04-29,,DUE,39437,39537
1500,5264-05-29,5264-06-08,PAID,39438,39538
1500,5264-06-28,5264-07-08,PAID,39439,39539
1200,5264-07-28,,DUE,39440,39540
1500,5264-08-27,5264-09-05,PAID,39441,39541
1200,5264-09-26,,DUE,39442,39542
1500,5264-10-26,5264-10-31,PAID,39443,39543
1500,5264-11-25,5264-12-01,PAID,39444,39544
1200,5264-12-25,,DUE,39445,39545
1200,5265-01-24,,DUE,39446,39546
1500,5265-02-23,,DUE,39447,39547
1000,5265-03-25,5265-03-29,PAID,39448,39548
1000,5265-04-24,5265-05-04,PAID,39449,39549
1200,5265-05-24,5265-05-31,PAID,39450,39550
1200,5265-06-23,5265-06-26,PAID,39451,39551
1000,5265-07-23,,DUE,39452,39552
1000,5265-08-22,,DUE,39453,39553
1000,5265-09-21,,DUE,39454,39554
1500,5265-10-21,5265-10-25,PAID,39455,39555
1500,5265-11-20,,DUE,39456,39556
1500,5265-12-20,,DUE,39457,39557
1200,5266-01-19,,DUE,39458,39558
1500,5266-02-18,,DUE,39459,39559
1500,5266-03-20,,DUE,39460,39560
1000,5266-04-19,5266-04-21,PAID,39461,39561
1200,5266-05-19,,DUE,39462,39562
1500,5266-06-18,,DUE,39463,39563
1200,5266-07-18,,DUE,39464,39564
1000,5266-08-17,5266-08-26,PAID,39465,39565
1500,5266-09-16,5266-09-21,PAID,39466,39566
1200,5266-10-16,,DUE,39467,39567
1000,5266-11-15,5266-11-25,PAID,39468,39568
1500,5266-12-15,,DUE,39469,39569
1200,5267-01-14,,DUE,39470,39570
1500,5267-02-13,,DUE,39471,39571
1200,5267-03-15,,DUE,39472,39572
1000,5267-04-14,,DUE,39473,39573
1200,5267-05-14,5267-05-23,PAID,39474,39574
1000,5267-06-13,5267-06-15,PAID,39475,39575
1000,5267-07-13,,DUE,39476,39576
1500,5267-08-12,5267-08-22,PAID,39477,39577
1500,5267-09-11,,DUE,39478,39578
1000,5267-10-11,,DUE,39479,39579
1200,5267-11-10,,DUE,39480,39580
1200,5267-12-10,,DUE,39481,39581
1500,5268-01-09,,DUE,39482,39582
1500,5268-02-08,5268-02-14,PAID,39483,39583
1200,5268-03-09,5268-03-16,PAID,39484,39584
1000,5268-04-08,5268-04-10,PAID,39485,39585
1200,5268-05-08,,DUE,39486,39586
1500,5268-06-07,,DUE,39487,39587
1000,5268-07-07,5268-07-09,PAID,39488,39588
1200,5268-08-06,,DUE,39489,39589
1000,5268-09-05,,DUE,39490,39590
1200,5268-10-05,5268-10-09,PAID,39491,39591
1200,5268-11-04,,DUE,39492,39592
1000,5268-12-04,5268-12-08,PAID,39493,39593
1500,5269-01-03,5269-01-05,PAID,39494,39594
1000,5269-02-02,,DUE,39495,39595
1000,5269-03-04,,DUE,39496,39596
1500,5269-04-03,5269-04-11,PAID,39497,39597
1000,5269-05-03,,DUE,39498,39598
1500,5269-06-02,5269-06-06,PAID,39499,39599
1000,5269-07-02,5269-07-11,PAID,39500,39600
1000,5269-08-01,,DUE,39501,39601
1000,5269-08-31,,DUE,39502,39602
1000,5269-09-30,,DUE,39503,39603
1500,5269-10-30,,DUE,39504,39604
1200,5269-11-29,,DUE,39505,39605
1200,5269-12-29,5270-01-04,PAID,39506,39606
1200,5270-01-28,5270-02-04,PAID,39507,39607
1200,5270-02-27,5270-03-02,PAID,39508,39608
1500,5270-03-29,5270-03-31,PAID,39509,39609
1500,5270-04-28,5270-05-06,PAID,39510,39610
1200,5270-05-28,5270-06-07,PAID,39511,39611
1500,5270-06-27,,DUE,39512,39612
1200,5270-07-27,5270-08-04,PAID,39513,39613
1000,5270-08-26,,DUE,39514,39614
1000,5270-09-25,,DUE,39515,39615
1200,5270-10-25,,DUE,39516,39616
1500,5270-11-24,,DUE,39517,39617
1200,5270-12-24,5270-12-29,PAID,39518,39618
1000,5271-01-23,5271-02-02,PAID,39519,39619
1000,5271-02-22,5271-03-01,PAID,39520,39620
1500,5271-03-24,5271-03-31,PAID,39521,39621
1500,5271-04-23,,DUE,39522,39622
1200,5271-05-23,5271-05-29,PAID,39523,39623
1000,5271-06-22,,DUE,39524,39624
1200,5271-07-22,,DUE,39525,39625
1000,5271-08-21,5271-08-25,PAID,39526,39626
1200,5271-09-20,,DUE,39527,39627
1200,5271-10-20,5271-10-22,PAID,39528,39628
1000,5271-11-19,,DUE,39529,39629
1500,5271-12-19,,DUE,39530,39630
1500,5272-01-18,5272-01-21,PAID,39531,39631
1200,5272-02-17,,DUE,39532,39632
1200,5272-03-18,5272-03-20,PAID,39533,39633
1500,5272-04-17,,DUE,39534,39634
1500,5272-05-17,,DUE,39535,39635
1000,5272-06-16,5272-06-18,PAID,39536,39636
1200,5272-07-16,,DUE,39537,39637
1200,5272-08-15,,DUE,39538,39638
1500,5272-09-14,5272-09-15,PAID,39539,39639
1000,5272-10-14,5272-10-16,PAID,39540,39640
1000,5272-11-13,,DUE,39541,39641
1500,5272-12-13,5272-12-15,PAID,39542,39642
1000,5273-01-12,5273-01-14,PAID,39543,39643
1000,5273-02-11,,DUE,39544,39644
1500,5273-03-13,5273-03-18,PAID,39545,39645
1000,5273-04-12,5273-04-22,PAID,39546,39646
1500,5273-05-12,5273-05-19,PAID,39547,39647
1000,5273-06-11,5273-06-13,PAID,39548,39648
1000,5273-07-11,5273-07-15,PAID,39549,39649
1200,5273-08-10,,DUE,39550,39650
1200,5273-09-09,,DUE,39551,39651
1000,5273-10-09,5273-10-19,PAID,39552,39652
1200,5273-11-08,,DUE,39553,39653
1500,5273-12-08,,DUE,39554,39654
1500,5274-01-07,,DUE,39555,39655
1200,5274-02-06,,DUE,39556,39656
1200,5274-03-08,,DUE,39557,39657
1200,5274-04-07,,DUE,39558,39658
1500,5274-05-07,5274-05-10,PAID,39559,39659
1000,5274-06-06,5274-06-16,PAID,39560,39660
1200,5274-07-06,,DUE,39561,39661
1200,5274-08-05,,DUE,39562,39662
1000,5274-09-04,5274-09-07,PAID,39563,39663
1000,5274-10-04,5274-10-08,PAID,39564,39664
1500,5274-11-03,,DUE,39565,39665
1200,5274-12-03,5274-12-05,PAID,39566,39666
1200,5275-01-02,5275-01-09,PAID,39567,39667
1000,5275-02-01,,DUE,39568,39668
1000,5275-03-03,5275-03-05,PAID,39569,39669
1000,5275-04-02,5275-04-11,PAID,39570,39670
1500,5275-05-02,5275-05-07,PAID,39571,39671
1000,5275-06-01,5275-06-07,PAID,39572,39672
1500,5275-07-01,,DUE,39573,39673
1000,5275-07-31,5275-08-09,PAID,39574,39674
1500,5275-08-30,,DUE,39575,39675
1200,5275-09-29,,DUE,39576,39676
1200,5275-10-29,,DUE,39577,39677
1500,5275-11-28,,DUE,39578,39678
1500,5275-12-28,,DUE,39579,39679
1000,5276-01-27,5276-02-01,PAID,39580,39680
1500,5276-02-26,5276-03-07,PAID,39581,39681
1000,5276-03-27,5276-03-30,PAID,39582,39682
1500,5276-04-26,,DUE,39583,39683
1500,5276-05-26,,DUE,39584,39684
1000,5276-06-25,5276-07-01,PAID,39585,39685
1000,5276-07-25,5276-07-31,PAID,39586,39686
1500,5276-08-24,,DUE,39587,39687
1000,5276-09-23,,DUE,39588,39688
1500,5276-10-23,,DUE,39589,39689
1000,5276-11-22,,DUE,39590,39690
1200,5276-12-22,,DUE,39591,39691
1000,5277-01-21,,DUE,39592,39692
1200,5277-02-20,5277-02-23,PAID,39593,39693
1200,5277-03-22,,DUE,39594,39694
1200,5277-04-21,,DUE,39595,39695
1200,5277-05-21,,DUE,39596,39696
1500,5277-06-20,,DUE,39597,39697
1500,5277-07-20,5277-07-22,PAID,39598,39698
1500,5277-08-19,5277-08-25,PAID,39599,39699
1500,5277-09-18,5277-09-25,PAID,39600,39700
1500,5277-10-18,,DUE,39601,39701
1500,5277-11-17,,DUE,39602,39702
1500,5277-12-17,,DUE,39603,39703
1200,5278-01-16,5278-01-25,PAID,39604,39704
1000,5278-02-15,,DUE,39605,39705
1200,5278-03-17,5278-03-22,PAID,39606,39706
1200,5278-04-16,,DUE,39607,39707
1500,5278-05-16,5278-05-25,PAID,39608,39708
1000,5278-06-15,,DUE,39609,39709
1500,5278-07-15,5278-07-23,PAID,39610,39710
1000,5278-08-14,,DUE,39611,39711
1000,5278-09-13,5278-09-18,PAID,39612,39712
1200,5278-10-13,5278-10-16,PAID,39613,39713
1500,5278-11-12,,DUE,39614,39714
1200,5278-12-12,5278-12-18,PAID,39615,39715
1500,5279-01-11,5279-01-16,PAID,39616,39716
1500,5279-02-10,,DUE,39617,39717
1000,5279-03-12,5279-03-18,PAID,39618,39718
1500,5279-04-11,5279-04-12,PAID,39619,39719
1200,5279-05-11,,DUE,39620,39720
1200,5279-06-10,5279-06-13,PAID,39621,39721
1000,5279-07-10,,DUE,39622,39722
1200,5279-08-09,,DUE,39623,39723
1000,5279-09-08,5279-09-09,PAID,39624,39724
1200,5279-10-08,5279-10-17,PAID,39625,39725
1500,5279-11-07,,DUE,39626,39726
1500,5279-12-07,,DUE,39627,39727
1200,5280-01-06,,DUE,39628,39728
1500,5280-02-05,,DUE,39629,39729
1000,5280-03-06,,DUE,39630,39730
1500,5280-04-05,5280-04-06,PAID,39631,39731
1200,5280-05-05,5280-05-11,PAID,39632,39732
1200,5280-06-04,5280-06-10,PAID,39633,39733
1000,5280-07-04,5280-07-08,PAID,39634,39734
1200,5280-08-03,,DUE,39635,39735
1500,5280-09-02,,DUE,39636,39736
1500,5280-10-02,5280-10-12,PAID,39637,39737
1000,5280-11-01,5280-11-11,PAID,39638,39738
1200,5280-12-01,,DUE,39639,39739
1200,5280-12-31,5281-01-05,PAID,39640,39740
1200,5281-01-30,5281-02-08,PAID,39641,39741
1000,5281-03-01,5281-03-08,PAID,39642,39742
1000,5281-03-31,5281-04-02,PAID,39643,39743
1000,5281-04-30,,DUE,39644,39744
1000,5281-05-30,5281-06-06,PAID,39645,39745
1500,5281-06-29,,DUE,39646,39746
1000,5281-07-29,,DUE,39647,39747
1500,5281-08-28,,DUE,39648,39748
1500,5281-09-27,,DUE,39649,39749
1000,5281-10-27,,DUE,39650,39750
1000,5281-11-26,5281-12-06,PAID,39651,39751
1200,5281-12-26,,DUE,39652,39752
1500,5282-01-25,5282-01-28,PAID,39653,39753
1000,5282-02-24,,DUE,39654,39754
1200,5282-03-26,,DUE,39655,39755
1500,5282-04-25,,DUE,39656,39756
1000,5282-05-25,,DUE,39657,39757
1500,5282-06-24,5282-06-27,PAID,39658,39758
1000,5282-07-24,,DUE,39659,39759
1200,5282-08-23,,DUE,39660,39760
1500,5282-09-22,5282-10-02,PAID,39661,39761
1000,5282-10-22,5282-11-01,PAID,39662,39762
1000,5282-11-21,5282-11-30,PAID,39663,39763
1200,5282-12-21,5282-12-26,PAID,39664,39764
1500,5283-01-20,,DUE,39665,39765
1500,5283-02-19,5283-03-01,PAID,39666,39766
1200,5283-03-21,,DUE,39667,39767
1000,5283-04-20,,DUE,39668,39768
1000,5283-05-20,,DUE,39669,39769
1000,5283-06-19,,DUE,39670,39770
1000,5283-07-19,,DUE,39671,39771
1000,5283-08-18,,DUE,39672,39772
1000,5283-09-17,,DUE,39673,39773
1200,5283-10-17,5283-10-18,PAID,39674,39774
1000,5283-11-16,,DUE,39675,39775
1000,5283-12-16,5283-12-17,PAID,39676,39776
1500,5284-01-15,,DUE,39677,39777
1000,5284-02-14,,DUE,39678,39778
1500,5284-03-15,5284-03-18,PAID,39679,39779
1000,5284-04-14,5284-04-17,PAID,39680,39780
1500,5284-05-14,5284-05-20,PAID,39681,39781
1000,5284-06-13,,DUE,39682,39782
1000,5284-07-13,,DUE,39683,39783
1000,5284-08-12,5284-08-17,PAID,39684,39784
1200,5284-09-11,,DUE,39685,39785
1200,5284-10-11,,DUE,39686,39786
1200,5284-11-10,,DUE,39687,39787
1200,5284-12-10,5284-12-18,PAID,39688,39788
1500,5285-01-09,5285-01-18,PAID,39689,39789
1000,5285-02-08,5285-02-18,PAID,39690,39790
1000,5285-03-10,,DUE,39691,39791
1500,5285-04-09,,DUE,39692,39792
1500,5285-05-09,,DUE,39693,39793
1200,5285-06-08,5285-06-13,PAID,39694,39794
1500,5285-07-08,,DUE,39695,39795
1000,5285-08-07,5285-08-10,PAID,39696,39796
1000,5285-09-06,,DUE,39697,39797
1000,5285-10-06,,DUE,39698,39798
1000,5285-11-05,,DUE,39699,39799
1200,5285-12-05,5285-12-07,PAID,39700,39800
1500,5286-01-04,,DUE,39701,39801
1000,5286-02-03,5286-02-05,PAID,39702,39802
1500,5286-03-05,,DUE,39703,39803
1200,5286-04-04,5286-04-10,PAID,39704,39804
1200,5286-05-04,,DUE,39705,39805
1000,5286-06-03,,DUE,39706,39806
1500,5286-07-03,,DUE,39707,39807
1000,5286-08-02,5286-08-11,PAID,39708,39808
1500,5286-09-01,5286-09-04,PAID,39709,39809
1200,5286-10-01,5286-10-03,PAID,39710,39810
1200,5286-10-31,,DUE,39711,39811
1200,5286-11-30,,DUE,39712,39812
1200,5286-12-30,5287-01-07,PAID,39713,39813
1200,5287-01-29,5287-01-30,PAID,39714,39814
1200,5287-02-28,,DUE,39715,39815
1500,5287-03-30,5287-04-06,PAID,39716,39816
1500,5287-04-29,,DUE,39717,39817
1000,5287-05-29,,DUE,39718,39818
1000,5287-06-28,5287-07-08,PAID,39719,39819
1000,5287-07-28,,DUE,39720,39820
1500,5287-08-27,,DUE,39721,39821
1200,5287-09-26,,DUE,39722,39822
1500,5287-10-26,5287-10-30,PAID,39723,39823
1500,5287-11-25,5287-11-29,PAID,39724,39824
1200,5287-12-25,5287-12-27,PAID,39725,39825
1000,5288-01-24,,DUE,39726,39826
1000,5288-02-23,,DUE,39727,39827
1000,5288-03-24,,DUE,39728,39828
1200,5288-04-23,5288-04-26,PAID,39729,39829
1500,5288-05-23,5288-05-26,PAID,39730,39830
1000,5288-06-22,5288-06-23,PAID,39731,39831
1000,5288-07-22,,DUE,39732,39832
1500,5288-08-21,5288-08-26,PAID,39733,39833
1500,5288-09-20,5288-09-26,PAID,39734,39834
1000,5288-10-20,,DUE,39735,39835
1500,5288-11-19,5288-11-24,PAID,39736,39836
1200,5288-12-19,5288-12-26,PAID,39737,39837
1200,5289-01-18,5289-01-20,PAID,39738,39838
1500,5289-02-17,5289-02-21,PAID,39739,39839
1500,5289-03-19,,DUE,39740,39840
1200,5289-04-18,,DUE,39741,39841
1200,5289-05-18,,DUE,39742,39842
1000,5289-06-17,,DUE,39743,39843
1500,5289-07-17,,DUE,39744,39844
1200,5289-08-16,5289-08-25,PAID,39745,39845
1500,5289-09-15,,DUE,39746,39846
1000,5289-10-15,5289-10-25,PAID,39747,39847
1500,5289-11-14,,DUE,39748,39848
1200,5289-12-14,5289-12-15,PAID,39749,39849
1200,5290-01-13,5290-01-17,PAID,39750,39850
1200,5290-02-12,5290-02-20,PAID,39751,39851
1500,5290-03-14,,DUE,39752,39852
1200,5290-04-13,,DUE,39753,39853
1000,5290-05-13,5290-05-18,PAID,39754,39854
1200,5290-06-12,,DUE,39755,39855
1500,5290-07-12,,DUE,39756,39856
1000,5290-08-11,5290-08-20,PAID,39757,39857
1000,5290-09-10,,DUE,39758,39858
1500,5290-10-10,,DUE,39759,39859
1500,5290-11-09,,DUE,39760,39860
1200,5290-12-09,5290-12-19,PAID,39761,39861
1500,5291-01-08,5291-01-16,PAID,39762,39862
1000,5291-02-07,,DUE,39763,39863
1500,5291-03-09,5291-03-17,PAID,39764,39864
1000,5291-04-08,,DUE,39765,39865
1200,5291-05-08,,DUE,39766,39866
1200,5291-06-07,5291-06-16,PAID,39767,39867
1200,5291-07-07,5291-07-13,PAID,39768,39868
1000,5291-08-06,,DUE,39769,39869
1500,5291-09-05,5291-09-09,PAID,39770,39870
1500,5291-10-05,5291-10-07,PAID,39771,39871
